customer_id,customer_name,registration_date,customer_segment,total_orders,avg_order_value
41640262,Vihaan Gola,8/17/2023,Inactive,9,1805.87
60618999,Lopa Vig,7/28/2024,Regular,15,1631.96
77220027,Aryan Krish,12/11/2023,Premium,16,551.81
32019725,Tarak Rout,1/19/2024,Premium,19,1169.96
38709137,Neha Gade,7/7/2023,Inactive,18,1307.64
11540364,Jonathan Virk,9/24/2024,New,20,517.32
59207798,Chakrika Bhargava,7/2/2023,Premium,4,1441.64
10797688,Sudiksha Mannan,5/22/2023,New,7,1017.39
88965399,Darsh Sura,5/28/2024,Regular,3,1144.21
10608845,Aadi Gole,3/29/2024,Premium,2,735.36
28603182,Karan Narayan,8/2/2024,New,11,490.13
1152215,Yachana Pathak,5/27/2024,Inactive,2,1637.43
24357425,Wriddhish Munshi,7/17/2024,Inactive,6,798.18
93924203,Xalak Goyal,4/21/2023,Premium,18,1360.15
61406908,Harrison Mistry,12/24/2023,Regular,1,458.39
78841932,Bhavani Rai,4/19/2024,Inactive,4,979.63
67310893,Idika Patla,4/10/2024,New,19,1592.94
666589,Kevin Bassi,7/31/2023,Regular,15,465.38
73639935,Urvi Deo,9/21/2023,Inactive,10,360.91
51592174,Jasmit Sura,8/11/2023,New,2,794.83
12338529,Rishi Nayak,10/3/2024,New,11,347.1
81757554,Yagnesh Nadkarni,4/18/2024,Premium,12,1815.02
95372766,Hitesh Morar,1/15/2024,Regular,9,629.05
28111842,Charles Kannan,9/9/2024,Premium,8,1892.45
27878182,Qabil Lata,3/30/2023,Inactive,1,1023.51
27353891,Gabriel Ahluwalia,6/25/2023,Premium,20,1110.61
19179897,Tarak Nagi,8/14/2023,Premium,18,1491.58
63630649,Indira Golla,9/2/2023,Premium,8,1626.79
16359370,Harsh Gaba,12/5/2023,Premium,1,1352.7
92123198,Diya Munshi,8/30/2023,Regular,8,224.01
77306672,Bina Seshadri,9/16/2024,Regular,20,456.24
67696145,Isaac Rattan,6/6/2023,Regular,18,482.94
29902416,Falak Choudhry,7/17/2023,Inactive,18,1010.11
11446157,Nidhi Borra,9/18/2024,Inactive,8,400.97
84377964,Saumya Babu,10/24/2024,Inactive,13,1458.37
12591752,Zilmil Krishna,5/28/2023,Inactive,14,740.4
4940671,Sarthak Doshi,6/17/2024,Inactive,7,494.03
88111697,Ronith Rajagopal,1/30/2024,Regular,4,1731.14
98241853,Lila Mangal,4/25/2024,Premium,19,1203.76
75482,Jeet Gandhi,9/19/2024,Regular,13,1938.38
6291143,Banjeet Oak,8/5/2023,Inactive,19,1934.37
20209237,Anthony Ratti,2/11/2024,Regular,19,1121.1
85435560,Viraj Nair,7/28/2024,Inactive,8,1309
68063317,Reva Rajagopal,10/21/2024,Inactive,4,1316.23
82594354,Harinakshi Sule,1/4/2024,Regular,7,321.8
51040116,Inaya Pillai,11/14/2023,Regular,11,783.03
78053306,Meera Naik,6/27/2024,Inactive,6,1037.09
66761643,Samuel Mukherjee,5/7/2023,Regular,20,1432.01
81932548,Baghyawati Gill,10/31/2024,Premium,12,1508.41
19682060,Hamsini Swamy,2/12/2024,Inactive,4,850.2
1719710,Pushti Sabharwal,6/26/2023,New,2,1332.82
74195536,Champak Chhabra,10/9/2024,Premium,5,650.62
15534747,Oviya Luthra,9/19/2023,Inactive,15,362.34
95558510,Ekaraj Halder,6/25/2023,Inactive,5,466.28
767523,Maya Khosla,5/27/2023,Inactive,13,1737.28
55056284,Devika Lal,5/13/2024,Inactive,11,373.44
86167288,Rachana Rajagopal,8/14/2023,Inactive,1,1049.94
96511007,Hema Mannan,6/26/2024,New,14,1243.4
31084686,Jai Ramaswamy,6/20/2024,Regular,4,893.55
99594960,Amaira Tak,6/12/2023,Inactive,16,1475.23
53815931,Praneel Sekhon,7/19/2023,Inactive,17,1739.94
21597477,Mugdha Chaudhuri,9/21/2023,Inactive,18,246.42
243838,Sudiksha Nagar,5/16/2024,New,11,1158.27
15484407,Saksham Kaur,6/11/2024,Premium,18,560.95
21677923,Lipika Mukhopadhyay,7/18/2023,New,17,465.55
24845814,Harshil Shukla,3/31/2023,Regular,17,423.79
99893898,Vedant Master,11/22/2023,New,16,365.4
95856869,Bahadurjit Ratta,3/8/2024,New,12,531.83
40275138,Eiravati Thaker,1/5/2024,Inactive,18,1468.32
12814732,Janya Soni,5/26/2023,Regular,8,1473.36
4057678,Brijesh Khalsa,5/27/2023,Inactive,19,882.63
46682777,Simon Parekh,7/2/2024,Inactive,10,600.09
10562528,Udant Dada,7/11/2024,Premium,12,887.02
31978160,Kiaan Khare,5/1/2024,New,8,1881.61
14207332,Ucchal Uppal,1/3/2024,Regular,18,1263.17
76019750,Omisha Balan,1/4/2024,New,20,310.83
36833857,Omya Banik,2/26/2024,Premium,7,1882.18
84275450,Frederick Sem,3/10/2024,Premium,17,239.05
6367136,Yashica Jayaraman,2/17/2024,Regular,18,1662.44
27049432,Mitali Shankar,7/8/2023,Premium,1,1866.16
69863493,Yashica Madan,6/9/2023,Regular,6,1620.01
35349582,Raksha Kalla,1/28/2024,Premium,6,932.85
20148223,Manbir Dua,5/26/2023,Inactive,5,599.99
46684081,Darika Hans,4/1/2023,Premium,11,1225.01
49795571,Rajata Agrawal,3/8/2024,Premium,13,401.72
44935198,Chakrika Divan,12/5/2023,New,14,973.32
74515162,Aarnav Parsa,8/19/2024,New,10,1605.13
54885705,David Date,3/30/2024,Premium,13,432.05
96793479,Abhimanyu Venkataraman,8/23/2024,Inactive,18,1185.01
87335844,Chandran Chakraborty,6/29/2023,Premium,11,1770.89
67340606,Onkar Arya,6/20/2024,Premium,6,263.58
72667140,Neelima Raj,7/30/2023,Premium,9,1106.22
71956734,Sneha Chaudhuri,7/4/2024,New,8,1219.73
8536503,Ubika Om,4/19/2023,Regular,9,399.57
70179018,Sai Brar,9/11/2024,New,5,1725.79
68219091,Tanvi Dixit,10/4/2024,Regular,16,529.87
71890882,Mitali Parsa,3/16/2024,Premium,6,907.37
44928499,Aarav Andra,4/9/2023,New,10,915.27
35302195,Garima Chahal,4/3/2023,New,16,420.19
25641500,Harshil Vaidya,10/20/2024,Premium,18,241.19
29272253,Brijesh Nadkarni,9/19/2024,New,18,1282.7
30643619,Ethan Nagi,3/31/2024,Inactive,5,1084.47
40800762,Pranav Dar,10/30/2023,Inactive,10,1781.9
74212242,Netra Kaul,10/12/2023,Premium,2,1065.52
30265929,Nandini Brahmbhatt,8/4/2024,Premium,15,1388.33
22321208,Pratyush Bedi,10/2/2024,Regular,18,558.66
60385293,Edhitha Pandey,2/22/2024,Premium,17,228.44
94137242,Rohan Mallick,4/17/2023,New,14,1592.85
45477575,Aarna Bawa,1/5/2024,Inactive,4,327.93
9401406,Lucky Babu,11/18/2023,Regular,14,792.74
21948041,Oni Amble,3/21/2024,New,13,1381.95
39968800,Gopal Bera,9/29/2023,New,19,1877.55
29097987,Matthew Subramanian,4/23/2024,Inactive,12,224.41
83304571,Abha Dugar,11/27/2023,New,19,1772.47
69126963,Chatura Lad,2/21/2024,Premium,19,1352.41
26903313,Chandresh Sandal,4/25/2023,Regular,1,284
50899600,Frado Arya,11/15/2023,New,1,989.49
12988801,Darika Verma,9/2/2024,New,8,1179.5
85869195,Kashish Nigam,7/10/2024,Regular,2,1125.96
76327561,Osha Khanna,8/14/2023,Inactive,5,553.12
54580166,Jason Pradhan,8/11/2023,Regular,8,1024.69
15931134,Azaan Gara,3/10/2024,Inactive,5,760.9
79919160,Qasim Rai,12/30/2023,Premium,8,565.61
5763963,Chandran Seth,3/30/2023,Regular,12,1118.82
75213636,Bhanumati Chatterjee,7/1/2024,Inactive,5,1482.83
16543242,Vihaan Korpal,6/5/2023,Premium,6,1523.88
61568565,Kashish Lala,10/25/2024,New,2,1943.51
42227189,Nilima Borah,3/14/2024,Regular,19,723.21
23996221,Jackson Issac,10/10/2023,Inactive,7,1783.28
76309170,Chandran Agate,11/26/2023,Regular,18,1824.43
78157360,Xavier Toor,8/5/2024,Regular,20,1310.87
49833888,Harini Raja,3/31/2024,Inactive,3,1908.42
60591625,Fitan Kunda,7/30/2023,New,8,374.61
5238055,Chandani D’Alia,1/29/2024,Regular,3,1166.67
25221501,Pratyush De,9/9/2023,Regular,20,1935.84
71905368,Chameli Magar,5/24/2023,Premium,7,479.45
54057428,Chatura Contractor,11/28/2023,New,13,1564.34
68475914,Ishita Sarna,10/27/2023,Inactive,6,1615.84
48358028,Xavier Kibe,5/8/2024,Premium,14,1852.36
43367112,Chasmum Ramesh,12/14/2023,New,19,1861.66
69034027,Udarsh Gole,6/2/2024,Regular,4,1230.08
7687234,Farhan Sheth,9/27/2024,Inactive,18,892
97411107,Udarsh Sandhu,7/26/2024,New,18,1406.97
9423628,Chanakya Dutta,9/3/2023,Inactive,19,1911.7
72797175,Aarush Ratti,11/17/2023,Regular,7,426.09
38875754,Yash Mitter,8/12/2023,Premium,9,237.42
49881540,Xalak Muni,9/13/2024,Inactive,10,1134.6
13462905,Bimala Rau,3/23/2023,Premium,14,809.44
37556526,Anjali Varkey,6/14/2024,Inactive,18,1200.18
52032226,Jagvi Choudhury,8/26/2023,Premium,19,1551.39
75289676,Yashica Borra,7/20/2023,Inactive,19,1170.53
9274874,Kashvi Ganguly,9/26/2024,Regular,20,792.52
36428139,Hemani Ben,4/9/2024,Premium,15,619.69
51994597,Xavier Divan,8/23/2024,Regular,12,1591.21
95309983,Vansha Atwal,9/7/2024,New,15,1990.83
2391900,Nisha Gokhale,9/26/2024,New,17,897.78
82425179,Gagan Patil,6/13/2024,Regular,17,1532.5
45868300,Isha Sheth,8/24/2023,Premium,7,584.9
1855421,Jasmit Kibe,6/30/2023,Inactive,10,260.2
87256913,Abhiram Kannan,10/1/2024,Regular,10,990.58
15545780,Ekansh Baria,4/13/2024,Regular,18,1268.44
20951294,Sathvik Dhar,8/29/2023,Premium,4,223.45
11636968,Frado Ravel,9/21/2024,Inactive,1,1574.94
86636273,Saksham Bora,7/15/2023,Inactive,13,529.61
40593638,Wridesh Ratti,12/12/2023,Premium,18,1146.85
701493,Ekaraj Saini,2/11/2024,Inactive,2,290.07
29664214,Vrishti Chopra,1/8/2024,Regular,13,553.65
26278566,Henry Zachariah,1/25/2024,New,14,1739.84
87251489,Reyansh Johal,3/4/2024,Premium,9,1940.4
67465084,Rachita Gill,11/2/2023,Premium,20,1001.97
83236183,Zayan Kalla,3/26/2023,New,20,1145.01
66710182,Max Mallick,3/18/2024,Inactive,11,1751.48
93507573,Raksha Prashad,10/23/2024,Premium,2,555.78
8733344,Chandani Mishra,2/2/2024,Premium,10,1152.02
73098723,Abhiram Khare,2/22/2024,New,1,474.41
49050014,Chanakya Mukhopadhyay,11/15/2023,Premium,8,1589.25
98144693,Varenya Ahluwalia,11/4/2024,Premium,10,701.68
43034188,Ekaraj Bora,1/28/2024,Inactive,2,1638.62
77673290,Aditya Ram,11/4/2024,Premium,7,1881.39
41494517,Maya Dara,4/9/2024,Inactive,10,860.07
85233498,Arin Chad,6/17/2024,New,4,1715.9
79592021,Jack Basu,2/16/2024,Regular,1,291.29
40104482,George Toor,8/19/2023,New,5,1632.94
1469696,Gaurangi Banerjee,6/24/2023,Premium,6,1784.79
21658322,Balhaar Balasubramanian,7/29/2024,Regular,5,1416.06
55094848,Michael Sarraf,4/2/2023,Premium,14,422.78
15897933,Mohini Rao,3/18/2023,Regular,1,1221.23
8138417,Champak Narayan,6/28/2024,Premium,7,1446.82
24581427,Yahvi Tiwari,8/20/2023,Premium,3,747.9
73428596,Nathaniel Sem,8/18/2023,Inactive,16,808.24
95428692,Janani Yohannan,3/21/2023,New,14,1834.38
51048402,Leela Bhandari,2/13/2024,Premium,12,895.49
13455530,Yoshita Varty,4/5/2024,Inactive,3,1812.55
62742184,Gabriel Luthra,10/21/2023,Premium,15,1518.76
26285589,Bakhshi De,10/29/2024,New,15,535.12
31991019,Gauri Dhar,9/28/2023,Regular,12,1231.06
52862822,Aarini Khosla,7/16/2024,Regular,14,491.28
2365348,Zashil Varghese,9/23/2024,Regular,11,1133.51
62917794,Chaman Setty,2/12/2024,Regular,16,1686.74
49806393,Aarush Natt,3/31/2023,Regular,5,1229.25
65382130,Nachiket Mani,6/24/2023,Regular,18,557.2
97111119,Ridhi Sekhon,9/11/2024,Regular,13,1047.73
48268435,Triveni Padmanabhan,4/5/2024,Inactive,15,1670.86
10796846,Waida Sanghvi,6/10/2024,Regular,2,1548.31
31233120,Veer Krish,5/3/2024,Regular,2,555.76
4192351,Leela Date,1/20/2024,Inactive,17,625.36
9347990,Aarush Pingle,4/1/2024,Premium,6,492.04
46699982,Abhiram Sahni,10/10/2023,Inactive,19,1171.6
46515922,Harish Setty,9/5/2024,Regular,16,950.75
2164524,Kamala Natt,4/16/2023,Inactive,1,754.95
94854830,Aarna Dave,7/27/2023,Inactive,5,415.65
53886685,Ayaan Dixit,5/1/2024,New,11,1066.86
89223620,Udyati Malhotra,7/21/2023,Inactive,17,579.91
17597449,Umang Dhingra,4/6/2023,Inactive,15,229.4
14167111,Balvan Raman,8/3/2023,New,18,963.9
93867669,Vrishti Bhatti,2/21/2024,Inactive,10,1954.42
8886587,Aishani Sura,8/27/2023,Regular,4,951.65
53292177,Tanmayi Vyas,10/27/2024,Inactive,3,1449.4
66130660,Lopa Bhasin,4/20/2024,New,1,1673.4
29562254,Devansh Murty,7/19/2023,Inactive,19,1290.14
40703374,Wriddhish Ramachandran,9/2/2024,Regular,10,1934.68
18259715,Finn Chacko,5/14/2023,Regular,9,1731.11
63184222,Veer Cheema,1/4/2024,Inactive,15,1035.69
5540556,Lakshit Balan,8/28/2023,Regular,13,273.47
36587003,Amaira Nagi,3/31/2023,New,5,1759.74
55028958,Pavani Yadav,5/10/2023,New,17,1168.29
86995126,Bimala Bhattacharyya,6/12/2023,New,10,316.82
22358567,Zansi Chakraborty,4/2/2023,Inactive,8,638.86
10745302,Yochana Shukla,10/26/2023,Premium,5,1530.95
31410886,Ayush Manda,5/20/2024,Inactive,9,757.75
80476444,Qadim Bail,5/27/2024,Premium,1,1677.06
98709982,Dhruv Kalita,4/11/2024,Inactive,1,1704.93
36142455,Rushil Walla,3/19/2023,Premium,6,1476.25
71607166,Inaya Sama,9/18/2023,Inactive,11,1251.88
6622751,Nachiket Ratti,6/10/2024,Inactive,9,598.89
77217240,Tristan Aurora,9/11/2024,Premium,9,414.76
31537100,Rajata Sampath,2/16/2024,Regular,13,917.32
38969732,Manthan Chana,9/8/2024,New,10,1501.23
81091233,Divya Dada,4/24/2024,Regular,4,1993.07
13424885,Azaan Modi,1/14/2024,Premium,8,358.46
91789216,Rajeshri Rama,1/5/2024,New,15,1708.89
25661033,Raksha Kannan,5/23/2023,New,3,1020.5
24153726,Azad Sachdev,6/19/2024,Premium,16,546.12
87222820,Aadhya Padmanabhan,3/25/2023,Inactive,13,497.66
79628054,Oscar Narula,10/25/2024,Premium,5,1737.81
99156138,Yatin Hayer,6/10/2023,Regular,19,911.74
6150721,Vaishnavi Master,11/7/2023,New,2,1705.17
12531927,Ayush Tripathi,5/12/2024,New,20,1511.87
87200291,Anya Panchal,2/3/2024,Inactive,12,526.58
34897081,Kamala Dasgupta,7/22/2023,Premium,18,425.92
68754962,Odika Rout,10/26/2023,Inactive,2,512.27
38613642,Ishani Pandya,11/3/2024,Regular,16,1380.08
70589930,Sai Taneja,9/29/2023,Premium,12,985.23
93937586,Pranav Solanki,7/4/2023,New,1,651.43
8817168,Lajita Sharma,8/19/2023,Inactive,7,1382.39
85763665,Eshana Narula,6/26/2024,Premium,13,1062.57
39423691,Lucky Goel,5/28/2024,New,18,332.84
17675915,Rayaan Wable,1/18/2024,Inactive,4,1146.18
59141605,Saksham Kala,7/10/2024,New,15,1739.58
89418072,Azad Wason,10/11/2024,Regular,18,1748.85
89412038,Ekansh Nagi,9/9/2023,New,7,937.66
14632090,Ria Baria,3/31/2024,Regular,15,1620.46
70220141,Reyansh Dhaliwal,3/24/2024,Premium,13,469.6
79298972,Zaid Kari,6/25/2023,Regular,5,1975.13
78572233,Ucchal Nagy,10/26/2023,Regular,7,1845.28
91382237,Yashasvi Prasad,3/18/2024,Regular,4,1790.07
25659794,Rajeshri Radhakrishnan,5/25/2023,Inactive,11,1192.81
88203688,Chavvi Karan,4/16/2023,New,9,1570.98
60732869,Joshua Nath,4/8/2023,New,17,1140.22
40563029,Chandani Rege,8/23/2024,Inactive,12,1203.36
34237583,Ishwar Chand,9/8/2024,New,1,231.43
51174875,Sara Prasad,5/26/2023,Inactive,7,1276.61
41261495,Faris Deol,10/20/2024,Inactive,5,687.71
46876240,Vihaan Doctor,6/16/2023,Premium,5,1588.64
20940403,Tanvi Kala,5/8/2023,Premium,11,1511.1
52234494,Chameli Kadakia,7/25/2023,Premium,4,766.95
25503067,Ikshita Yohannan,8/15/2023,New,1,1257.76
3491230,Ucchal Chana,6/1/2023,New,14,226.62
16420489,Divya Peri,4/1/2024,New,14,1368.05
57291761,Samarth Muni,8/29/2024,Regular,8,1338.09
21573815,Urvashi Dalal,9/26/2023,Premium,2,206.87
82854537,Yauvani Korpal,5/5/2024,Inactive,2,1027.48
88684966,Jalsa Khanna,7/8/2024,New,10,711.72
65143359,Zinal Thakkar,2/17/2024,Premium,14,1071.2
77625089,Omisha Kalla,10/23/2023,New,1,1879.39
8361353,Pahal Kibe,2/17/2024,New,3,632.74
95269737,Aarini Vora,3/10/2024,Regular,19,413.46
83701325,Chasmum Rau,4/11/2023,Premium,10,1515.8
98667584,Sara Soman,10/27/2024,Premium,8,1072.65
51476157,Abdul Bali,8/21/2024,Inactive,10,1033.16
2848415,Anika Raja,7/13/2024,Inactive,9,1798.13
71235336,Gabriel Sawhney,1/30/2024,Regular,16,248.21
79206969,Aadi Bains,11/17/2023,Regular,1,721.13
27971619,Wriddhish Anne,10/11/2023,New,3,1691.32
66427343,Forum Iyer,8/25/2023,Premium,17,265.15
50392139,Zehaan Hayer,7/2/2024,Inactive,16,991.26
46088132,Benjamin Ramanathan,5/9/2024,New,13,321.43
61226563,Chameli Kala,1/6/2024,Regular,5,417.98
5386246,Oeshi Dhillon,5/19/2023,Inactive,5,1741.42
97739583,Vasudha Nair,7/21/2023,Inactive,17,1522.55
67711384,Widisha Varkey,9/6/2024,Premium,8,700.6
77320193,Aarush Das,10/3/2024,Premium,4,1568.02
44409533,Vihaan Sule,3/10/2024,New,12,1728.95
84287579,Amrita Borde,11/14/2023,Premium,4,1655.6
25595836,Sathvik Prabhakar,10/22/2023,New,18,314.17
17681645,Maanav Bhat,12/21/2023,Premium,15,1381.26
95364457,Nitara Bandi,2/21/2024,Premium,13,1137.59
23348269,Rudra Dutta,2/28/2024,Inactive,9,1251.82
95858939,Chakrika Shroff,10/19/2023,Regular,8,1823.58
46313756,Widisha Desai,3/26/2023,Premium,10,1245.36
38694209,Harinakshi Patla,8/23/2024,Premium,20,1335.82
54680459,Fariq Kala,8/29/2023,Regular,8,585.9
67952740,Sathvik Majumdar,7/17/2024,Regular,19,319.1
90665975,Hamsini Dhingra,9/24/2023,Inactive,15,271.25
35237846,Bakhshi Varkey,9/11/2023,Premium,20,1968.65
85476508,Orinder Dua,5/22/2024,Inactive,18,1607.33
20122449,Amaira Ahuja,1/22/2024,New,12,1298.4
40392019,Yashvi Sur,2/8/2024,Premium,8,1419.8
25587553,Nakul Venkatesh,9/24/2023,Regular,12,689.82
27727819,Lavanya Bhasin,10/28/2023,Inactive,8,1175.48
65396354,Hemani Modi,3/18/2023,Inactive,20,1738.21
84953008,Sai Pal,9/9/2024,Inactive,3,1187.65
22081691,Yagnesh Bora,11/16/2023,New,13,361.38
77086074,Ekantika Mannan,12/2/2023,Regular,3,737
13978108,Oscar Oak,3/16/2024,Premium,7,1307.21
3421258,Ishita Chaudhuri,6/19/2024,Premium,19,806.62
82160592,Krisha Keer,12/31/2023,New,15,568.11
4458329,Nimrat Sandal,7/1/2024,Inactive,10,1617
92038780,Geetika Bansal,8/3/2023,Premium,12,445
63376126,Michael Pall,10/30/2024,Inactive,2,1176.22
62816600,Gagan Kumar,4/24/2024,Inactive,2,1790.22
25713335,Ojas Sridhar,2/10/2024,New,16,1362.71
58111297,Chasmum Mutti,8/16/2023,Regular,20,1149.62
22571994,Lakshit Bassi,7/8/2024,Regular,2,912.9
47711422,Meghana Varkey,10/26/2023,Inactive,20,1234.7
35885052,Aadhya Ravi,9/24/2023,Inactive,1,1838.87
51503088,Arin More,2/23/2024,New,20,1651.36
47043878,Frado Batra,6/13/2024,Premium,18,1411.67
72495274,Vasatika Amble,1/30/2024,New,11,1364.51
6081270,Caleb Sane,8/17/2024,Inactive,15,969.51
38048329,Harrison Loyal,10/1/2024,New,1,904.76
69089982,Daniel Reddy,9/16/2024,Inactive,5,1831.09
59909004,Indali Master,11/9/2023,New,15,731.88
79607319,Tanay Prabhakar,8/31/2023,New,6,942.14
66742602,Yatan Uppal,7/1/2023,New,14,1981.09
24032469,Liam Khatri,11/7/2023,New,14,814.5
65772743,William Kuruvilla,8/2/2024,Regular,14,1780.68
15661901,Warda Wagle,10/31/2024,Regular,1,764.57
21866852,Ojas Morar,11/14/2023,Premium,18,1480.38
79478655,Zilmil Rege,8/15/2024,Regular,9,1845.26
13164195,Fitan Uppal,11/26/2023,Premium,17,786.74
38565569,Udarsh Nayar,3/1/2024,Premium,5,1765.01
10225164,Siya Parmer,9/25/2024,Inactive,20,491.07
72946405,Ria Kuruvilla,2/7/2024,Premium,6,1287.78
97557157,Priya Karan,1/22/2024,Regular,1,800.21
32595806,Radha Bhardwaj,5/30/2024,Inactive,19,442.13
53100521,Mitesh Bora,3/2/2024,Inactive,3,982.11
59252433,Vincent Raval,9/20/2024,Regular,1,990.53
59890331,Raagini Badal,11/1/2024,Premium,16,552.68
95001589,Dayamai Bhasin,8/23/2024,Regular,20,1788.42
53076417,Chaitanya Nayak,2/23/2024,Inactive,6,411.27
82286725,Unnati Mishra,10/17/2024,Premium,18,1322.85
13383642,Xavier Kashyap,4/2/2024,Regular,16,1114.11
52215833,Lipika Parmer,9/27/2024,Regular,5,305.65
67271824,Liam Rama,9/13/2024,Inactive,11,1765.06
78903046,Dakshesh Sundaram,4/16/2023,Regular,7,1371.83
90021871,Pooja Dube,8/4/2023,Regular,2,1907.98
97286925,Omkaar Bedi,8/30/2023,Inactive,20,617.71
6186471,Dominic Koshy,9/18/2024,New,17,1619.95
5039883,Gavin Garg,12/19/2023,Inactive,15,610.99
90882023,Benjamin Misra,6/12/2023,Premium,11,1137.49
33295496,Imaran Chaudry,1/12/2024,Premium,14,1136.17
72393904,Amara Mahajan,7/25/2024,Inactive,8,1920.6
15830066,Rishi Krishnan,10/18/2024,New,19,936.66
93341057,Ayaan Tiwari,10/15/2023,Inactive,20,1783.53
64106072,Pratyush Majumdar,4/13/2023,Inactive,3,1704.43
62742797,Tanvi Dhar,8/30/2023,Premium,13,979.11
79591237,Osha Warrior,12/23/2023,Premium,6,1695.64
59095971,Jason Wagle,9/8/2023,Inactive,15,311.21
34768050,Ekalinga Dixit,11/21/2023,Inactive,17,1358.51
15221182,Charles Munshi,8/19/2023,Inactive,11,1871.46
66655397,Hemal Grover,4/23/2023,New,5,775.85
63971358,Leela Hayre,6/24/2023,Regular,2,1159.84
38615653,Xiti Sachdeva,3/30/2024,Regular,8,1501.01
30192942,Darika Raj,2/4/2024,Premium,8,1400.72
